Pmid,Journal,Year,Month,Pmcid
26342424,The Lancet. Infectious diseases,2015,12,PMC4655306
26342427,The Lancet. Infectious diseases,2015,12,NA
26342912,Social science & medicine (1982),2015,10,NA
26343303,Veterinary parasitology,2015,9,NA
26343693,International journal of environmental research and public health,2015,8,PMC4586623
26346001,International journal of women's health,2015,1,PMC4556289
26347221,Virus genes,2015,12,NA
26347817,Plastic surgery international,2015,1,PMC4548138
26348751,JAMA,2015,9,NA
26352880,AIDS (London England),2015,9,PMC4692052
26354009,Molecular microbiology,2016,1,NA
26355052,Health affairs (Project Hope),2015,9,PMC4568565
26355091,Journal of virology,2015,11,PMC4645665
26355944,SpringerPlus,2015,1,PMC4556716
26358701,BMC public health,2015,9,PMC4566420
26361393,PloS one,2015,1,PMC4567267
26363393,The Science of the total environment,2016,1,NA
26364006,Paediatric respiratory reviews,2017,3,PMC6995362
26365693,Human vaccines & immunotherapeutics,2015,1,PMC4685689
26366198,Evolutionary applications,2015,9,PMC4561570
26367123,PloS one,2015,1,PMC4569267
26367141,PloS one,2015,1,PMC4569077
26367814,Expert review of pharmacoeconomics & outcomes research,2015,1,NA
26369499,Scientific reports,2015,9,PMC4570197
26369576,Archives of disease in childhood,2016,1,NA
26371177,Pathogens and disease,2015,11,PMC4626584
26371819,American journal of respiratory and critical care medicine,2015,9,NA
26373337,Scientific reports,2015,9,PMC4571651
26374208,Tropical animal health and production,2016,1,PMC4710656
26374398,International journal for equity in health,2015,9,PMC4571069
26376085,Tropical medicine & international health : TM & IH,2015,12,NA
26376931,Clinical and vaccine immunology : CVI,2015,11,PMC4622112
26378395,JAMA ophthalmology,2015,11,PMC5321496
26378623,JAMA ophthalmology,2015,11,PMC5321493
26379030,PloS one,2015,1,PMC4574572
26380305,BioMed research international,2015,1,PMC4561937
26381120,BMC public health,2015,9,PMC4574729
26381877,Parasites & vectors,2015,9,PMC4574070
26384697,Veterinary immunology and immunopathology,2015,11,NA
26385028,American heart journal,2015,9,PMC4575772
26385293,The Lancet. Global health,2015,10,NA
26385542,Global health action,2015,1,PMC4575413
26385854,Journal of the International AIDS Society,2015,1,PMC4575411
26390032,PloS one,2015,1,PMC4577090
26391751,BMJ supportive & palliative care,2017,6,NA
26392510,Antimicrobial agents and chemotherapy,2015,12,PMC4649220
26392933,Public health action,2011,12,PMC4463033
26392946,Public health action,2012,6,PMC4536652
26392965,Public health action,2012,12,PMC4463059
26392975,Public health action,2012,12,PMC4463073
26393011,Public health action,2013,6,PMC4463105
26393019,Public health action,2013,6,PMC4463102
26393030,Public health action,2013,9,PMC4463120
26393031,Public health action,2013,9,PMC4463135
26393045,Public health action,2013,12,PMC4463150
26393048,Public health action,2013,12,PMC4463149
26393049,Public health action,2013,12,PMC4463153
26393055,Public health action,2013,12,PMC4463152
26394036,PloS one,2015,1,PMC4578943
26394208,Culture health & sexuality,2016,1,PMC4854983
26394616,BMC pregnancy and childbirth,2015,9,PMC4580125
26395839,BMC genomics,2015,9,PMC4580217
26398196,PloS one,2015,1,PMC4580615
26399212,Public health action,2014,6,PMC4539038
26400598,Public health action,2015,3,PMC4525362
26400600,Public health action,2015,3,PMC4525370
26400799,Public health action,2014,9,PMC4533806
26401211,The Pan African medical journal,2015,1,PMC4561150
26401217,The Pan African medical journal,2015,1,PMC4561159
26401272,Journal of global health,2016,6,PMC4576458
26401720,AIDS research and human retroviruses,2016,3,PMC4779969
26403690,BMC genomics,2015,9,PMC4583173
26404188,Mycoses,2015,11,NA
26404343,International journal of environmental research and public health,2015,9,PMC4586647
26405286,The European respiratory journal,2015,12,PMC4664608
26405498,The Pan African medical journal,2015,1,PMC4564432
26405654,Indian journal of otolaryngology and head and neck surgery : official publication of the Association of Otolaryngologists of India,2015,9,PMC4575662
26406803,AIDS care,2016,1,PMC4894498
26407001,PloS one,2015,1,PMC4583284
26407270,Journal of the Pediatric Infectious Diseases Society,2016,12,PMC5181358
26407271,Journal of the Pediatric Infectious Diseases Society,2016,12,PMC5181359
26407275,Journal of the Pediatric Infectious Diseases Society,2016,12,PMC5181360
26407281,Journal of the Pediatric Infectious Diseases Society,2016,12,NA
26407355,Journal of the Pediatric Infectious Diseases Society,2015,3,PMC5654358
26407562,International urogynecology journal,2016,3,NA
26408143,BMC psychiatry,2015,9,PMC4582617
26408175,Veterinary research,2015,9,PMC4582633
26409181,Journal of ethnopharmacology,2015,12,NA
26409376,Work (Reading Mass.),2015,1,NA
26413524,BioMed research international,2015,1,PMC4564601
26414379,PloS one,2015,1,PMC4587572
26414430,AIDS research and human retroviruses,2015,12,NA
26416108,The American journal of tropical medicine and hygiene,2015,12,PMC4674251
26416177,Trials,2015,9,PMC4587817
26416666,Journal of medical case reports,2015,9,PMC4587576
26421280,BioMed research international,2015,1,PMC4573223
26421808,PLoS neglected tropical diseases,2015,9,PMC4589351
26421980,Journal of sex research,2016,1,NA
26423252,The lancet. HIV,2015,7,PMC4500741
26423375,The lancet. HIV,2015,8,NA
26423384,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2016,2,NA
26423513,Journal of human lactation : official journal of International Lactation Consultant Association,2016,8,PMC4814344
26423676,Metabolic brain disease,2016,2,NA
26423754,Public health action,2014,3,PMC4479099
26424542,The lancet. HIV,2015,3,PMC4480204
26424709,AIDS and behavior,2016,11,PMC5590645
26425244,Canadian Urological Association journal = Journal de l'Association des urologues du Canada,NA,NA,PMC4581948
26425316,Journal of ophthalmic & vision research,NA,NA,PMC4568611
26425549,BioMed research international,2015,1,PMC4575722
26425811,Journal of applied microbiology,2015,12,NA
26426298,Tropical medicine & international health : TM & IH,2015,12,NA
26427361,The Lancet. Oncology,2015,9,NA
26429072,BMC health services research,2015,10,PMC4589910
26429700,Lancet (London England),2015,12,PMC4718402
26431338,PloS one,2015,1,PMC4592004
26433396,BMC public health,2015,10,PMC4592570
26438487,AIDS and behavior,2016,4,PMC4799243
26439260,PloS one,2015,1,PMC4595453
26439602,African journal of AIDS research : AJAR,2015,1,NA
26442016,Frontiers in plant science,2015,1,PMC4568397
26444670,BMC neurology,2015,10,PMC4596303
26444697,Journal of nursing scholarship : an official publication of Sigma Theta Tau International Honor Society of Nursing,2015,11,PMC4626404
26445973,BMC pregnancy and childbirth,2015,10,PMC4597436
26446889,Archives of virology,2016,1,PMC4698299
26449544,BMC veterinary research,2015,10,PMC4599665
26449944,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2015,11,PMC4596936
26449945,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2015,11,PMC4800067
26449946,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2015,11,NA
26449947,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2015,11,PMC4596933
26449954,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2015,11,PMC4596935
26449983,Academic psychiatry : the journal of the American Association of Directors of Psychiatric Residency Training and the Association for Academic Psychiatry,2016,8,PMC4826320
26450270,The international journal of behavioral nutrition and physical activity,2015,10,PMC4597609
26450384,Methods in molecular biology (Clifton N.J.),2015,1,PMC6624126
26452226,PloS one,2015,1,PMC4599946
26452625,Malaria journal,2015,10,PMC4600285
26452707,Lancet (London England),2015,11,NA
26453738,Journal of economic entomology,2015,10,NA
26455493,Global health action,2015,1,PMC4600709
26456068,World neurosurgery,2016,3,NA
26456346,Journal of ethnopharmacology,2015,12,NA
26456714,Journal of clinical hypertension (Greenwich Conn.),2016,6,NA
26457229,Journal of AIDS & clinical research,2015,6,PMC4596237
26458841,Methods in molecular biology (Clifton N.J.),2016,1,NA
26459231,Journal of animal breeding and genetics = Zeitschrift fur Tierzuchtung und Zuchtungsbiologie,2016,6,NA
26459344,BMC public health,2015,10,PMC4604103
26459529,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2015,10,NA
26460160,Journal of cutaneous pathology,2016,3,NA
26460724,Molecular ecology,2015,11,NA
26460774,Lancet (London England),2015,10,NA
26461494,PloS one,2015,1,PMC4604137
26462597,Mitochondrial DNA. Part A DNA mapping sequencing and analysis,2016,11,NA
26462824,Insects,2014,7,PMC4592576
26462947,Insects,2014,11,PMC4592607
26463045,BMC public health,2015,10,PMC4605099
26463079,Insects,2015,3,PMC4553542
26463345,BMC public health,2015,10,PMC4605131
26463406,Insects,2015,6,PMC4598655
26464285,BMC infectious diseases,2015,10,PMC4604711
26464386,Insects,2013,1,PMC4553519
26464502,International journal of STD & AIDS,2016,11,PMC4829471
26464611,The open microbiology journal,2015,1,PMC4598373
26464808,JRSM open,2015,9,PMC4589076
26464916,Journal of veterinary medicine,2013,1,PMC4590872
26466584,BMC infectious diseases,2015,10,PMC4607097
26466670,BMC women's health,2015,10,PMC4606490
26466732,Insects,2012,11,PMC4553569
26466991,BMC genomics,2015,10,PMC4607243
26467576,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2015,11,PMC5421517
26467586,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2015,11,PMC5215912
26467587,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2015,11,PMC5017007
26467989,BMC plant biology,2015,10,PMC4606553
26468451,World journal of clinical oncology,2015,10,PMC4600189
26468873,PLoS pathogens,2015,10,PMC4607508
26469979,PloS one,2015,1,PMC4607501
26469986,PloS one,2015,1,PMC4607156
26470099,Journal of economic entomology,2015,2,NA
26470177,Journal of economic entomology,2015,4,NA
26470646,The International journal on drug policy,2016,4,PMC4762754
26472129,Infection genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases,2016,4,NA
26472130,BMC medicine,2015,10,PMC4608124
26472197,Food and nutrition bulletin,2015,12,NA
26473168,Surgery research and practice,2015,1,PMC4584048
26473733,PloS one,2015,1,PMC4608777
26474601,Journal of medical ethics,2016,1,PMC4717455
26475015,The Lancet. Global health,2015,11,NA
26475171,Environmental monitoring and assessment,2015,11,NA
26475399,Immunology letters,2015,12,NA
26476145,Journal of proteomics,2016,1,NA
26476849,Social science & medicine (1982),2015,12,NA
26478627,Bulletin of the World Health Organization,2015,9,PMC4581637
26482146,Vaccine,2015,11,NA
26482774,BMJ open,2015,10,PMC4611208
26486699,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2016,2,PMC4762476
26487373,Bulletin of entomological research,2016,2,NA
26489024,PloS one,2015,1,PMC4619403
26489421,BMC medical education,2015,10,PMC4618348
26489753,Parasites & vectors,2015,10,PMC4618540
26489802,Archives of disease in childhood,2016,1,NA
26490301,Bulletin of entomological research,2016,2,NA
26491073,Health education research,2015,12,NA
26491176,Journal of clinical microbiology,2016,1,PMC4702733
26491446,International journal of dentistry,2015,1,PMC4600501
26491534,The Pan African medical journal,2015,1,PMC4595673
26491596,Case reports in surgery,2015,1,PMC4600867
26492416,Proteins,2016,1,NA
26493863,Journal of the International AIDS Society,2015,1,PMC4615801
26494998,International journal of endocrinology,2015,1,PMC4606130
26496983,Parasites & vectors,2015,10,PMC4620019
26497178,Archives of virology,2016,1,NA
26500625,Frontiers in microbiology,2015,1,PMC4595841
26502920,Malaria journal,2015,10,PMC4624380
26503879,Culture health & sexuality,2016,1,PMC5726384
2650460,Veterinary immunology and immunopathology,1989,1,NA
26504793,BioMed research international,2015,1,PMC4609329
26504841,BioMed research international,2015,1,PMC4609394
26507408,Journal of tropical pediatrics,2016,2,PMC4935784
26507824,Journal of the International AIDS Society,2015,1,PMC4623278
26508420,Medical and veterinary entomology,2016,3,NA
26509187,Data in brief,2015,12,PMC4579291
26509274,PloS one,2015,1,PMC4625023
26510633,Infectious diseases of poverty,2015,10,PMC4625462
26511201,Journal of child psychology and psychiatry and allied disciplines,2016,7,PMC4848190
26511595,Psychological medicine,2016,1,PMC4869975
26515744,Midwifery,2016,1,NA
26516086,Tropical animal health and production,2016,1,NA
26516147,Health policy and planning,2015,12,NA
26516149,Health policy and planning,2015,12,PMC4625759
26516152,Health policy and planning,2015,12,NA
26516405,Standards in genomic sciences,2015,1,PMC4625578
26516877,International journal of environmental research and public health,2015,10,PMC4627045
26517430,Natural product research,2016,9,NA
26518046,The Journal of infectious diseases,2016,3,PMC4760415
26518789,Hernia : the journal of hernias and abdominal wall surgery,2015,4,NA
26518810,Hernia : the journal of hernias and abdominal wall surgery,2015,4,NA
26518819,Hernia : the journal of hernias and abdominal wall surgery,2015,4,NA
26518863,Hernia : the journal of hernias and abdominal wall surgery,2015,4,NA
26518867,Hernia : the journal of hernias and abdominal wall surgery,2015,4,NA
2651915,Molecular and biochemical parasitology,1989,4,NA
26519611,Parasitology international,2016,4,NA
26519807,International journal of surgery case reports,2015,1,PMC4701823
26520141,Journal of comparative physiology. A Neuroethology sensory neural and behavioral physiology,2016,1,PMC4698283
26520927,The lancet. HIV,2015,11,PMC4632202
26523170,The Pan African medical journal,2015,1,PMC4607982
26526265,Health affairs (Project Hope),2015,11,NA
26529316,PloS one,2015,1,PMC4631368
26530237,Malaria journal,2015,11,PMC4632488
26531246,The Journal of infectious diseases,2016,3,PMC4760420
26540251,PloS one,2015,1,PMC4634956
26541134,Vaccine,2016,1,PMC4683095
26541197,BMC research notes,2015,11,PMC4635543
26543730,SpringerPlus,2015,1,PMC4627996
26543752,SpringerPlus,2015,1,PMC4627968
26543804,International journal for parasitology. Parasites and wildlife,2015,12,PMC4589832
26545350,BMC public health,2015,11,PMC4636778
26545737,BMC genomics,2015,11,PMC4636831
26546069,Parasites & vectors,2015,11,PMC4636844
26549903,Bulletin of the World Health Organization,2015,11,PMC4622150
26551761,Culture health & sexuality,2016,1,PMC4837057
26552387,Malaria journal,2015,11,PMC4640236
26552398,Parasites & vectors,2015,11,PMC4640417
26553092,Implementation science : IS,2015,11,PMC4638103
26558600,Journal of the science of food and agriculture,2016,8,NA
