,pmid,pmd,journal,year
9834,23024764,PMC3443093,  J Hosp Infect,  2012 Jan
9835,23024576,NIHMS336966,  Int J Food Microbiol,  2012 Feb 1
9836,23021274,,  PLoS One,  2011
9837,23020644,,  Pract Neurol,  2011 Dec
9838,28741834,,  Aquat Toxicol,  2012 Jan 15
9839,26852440,,  Cell Host Microbe,  2011 Nov 17
9840,26591726,,  Emerg Infect Dis,  2011 Nov
9841,25860096,,  PLoS One,  2011
9842,23018966,PMC3480082,  Int J STD AIDS,  2011 Nov
9843,23018377,NIHMS415052,  AIDS,  2012 Jan 28
9844,23015415,,  J Clin Periodontol,  2012 Jan
9845,23015105,,  Tuberculosis (Edinb),  2011 Dec
9846,23014516,NIHMS589637,  BMC Med Ethics,  2011 Nov 15
9847,23009744,PMC3515354,  AIDS Care,  2012
9848,23009244,PMC3507725,  ISRN Surg,  2011
9849,23009185,PMC3485189,  Bull World Health Organ,  2011 Oct 1
9850,23002396,PMC3447159,  Niger Med J,  2011 Jul
9851,23002190,,  Trop Anim Health Prod,  2012 Feb
9852,22999210,,  J Virol Methods,  2012 Jan
9853,22998782,,  Health Policy Plan,  2012 Sep
9854,22998600,PMC3575351,  Contraception,  2011 Dec
9855,22997571,,  BMC Health Serv Res,  2011 Nov 11
9856,22992518,PMC3480916,  AIDS Res Hum Retroviruses,  2012 Jul
9857,22992312,PMC3477119,  Am J Primatol,  2012 Jan 1
9858,22992297,PMC3480890,  J Craniofac Surg,  2011 Nov
9859,22991678,,  PLoS One,  2011
9860,22989146,,  J Virol,  2012 Jan
9861,22989060,,  J Med Primatol,  2012 Apr
9862,22988916,,  Theor Appl Genet,  2012 Mar
9863,22988466,,  J Acquir Immune Defic Syndr,  2012 Feb 1
9864,22987658,PMC3516261,  Malar J,  2011 Nov 8
9865,22987652,PMC3516254,  Biochem Pharmacol,  2012 Mar 1
9866,22987651,PMC3516263,  J Infect Dis,  2012 Jan 1
9867,22985799,,  Sex Reprod Healthc,  2011 Nov
9868,22984308,PMC3442396,  Air Med J,  2011 Nov-Dec
9869,22984292,,  J Environ Manage,  2012 Jan
9870,22984118,PMC5901689,  J Telemed Telecare,  2012 Jan
9871,22981306,,  Clin Infect Dis,  2012 Jan 15
9872,22980380,,  J Trop Pediatr,  2012 Aug
9873,22980152,,  AIDS Behav,  2012 Jul
9874,22977947,,  AIDS Care,  2011 Dec
9875,22976120,,  Am J Trop Med Hyg,  2011 Nov
9876,22975149,,  J Immunol,  2011 Dec 1
9877,22974548,PMC3984962,  J Water Health,  2011 Dec
9878,22974434,,  BMC Infect Dis,  2011 Nov 3
9879,22973867,,  Int Dent J,  2011 Aug
9880,22973827,,  BMC Infect Dis,  2011 Nov 1
9881,22973076,,  Glob Public Health,  2012
9882,22972316,,  BMC Res Notes,  2011 Oct 31
9883,22972173,,  Malar J,  2011 Oct 31
9884,22971780,PMC3491560,  Malar J,  2011 Oct 31
9885,22971323,,  Malar J,  2011 Oct 31
9886,22971020,,  Malar J,  2011 Oct 31
9887,22970263,PMC3436877,  PLoS One,  2011
9888,22970177,PMC3435393,  Afr J Psychiatry (Johannesbg),  2011 Sep
9889,22969815,,  Malar J,  2011 Oct 26
9890,22966119,PMC3475639,  PLoS One,  2011
9891,22964105,,  Br J Ophthalmol,  2012 Jan
9892,22963464,PMC3541077,  J Acquir Immune Defic Syndr,  2012 Feb 1
9893,22963031,,  PLoS One,  2011
9894,22961583,,  AIDS Behav,  2012 Jul
9895,22958417,PMC3785173,  J Ethnopharmacol,  2012 Jan 6
9896,22958352,PMC3465218,  J Int Assoc Physicians AIDS Care (Chic),  2012 Mar-Apr
9897,22957502,,  Acta Trop,  2013 Nov
9898,22957034,PMC3434192,  Contraception,  2011 Nov
9899,22951742,PMC3479806,  J Travel Med,  2011 Nov-Dec
9900,22951741,PMC3479794,  Acta Trop,  2012 Jan
9901,22951700,,  Subst Abus,  2011 Oct
9902,22951634,NIHMS510376,  BMC Public Health,  2011 Oct 18
9903,22951448,PMC3426822,  BMJ,  2011 Oct 17
9904,22950512,,  Trop Med Int Health,  2012 Feb
9905,22948273,NIHMS498147,  PLoS One,  2011
9906,22948269,NIHMS483908,  PLoS One,  2011
9907,22948266,NIHMS432102,  J Clin Microbiol,  2011 Dec
9908,22948027,PMC3641376,  Parasitology,  2012 Jan
9909,22945823,,  Int J Hepatol,  2011
9910,22943164,,  Sex Transm Dis,  2011 Nov
9911,22941862,PMC3700546,  Sex Transm Dis,  2011 Nov
9912,22940413,,  Int Perspect Sex Reprod Health,  2011 Sep
9913,22939608,,  Mol Ecol,  2012 Feb
9914,22939153,,  Int J Biol Macromol,  2012 Jan 1
9915,22937890,PMC3447651,  Clin Exp Immunol,  2011 Nov
9916,22937224,,  Malar J,  2011 Oct 10
9917,22937071,PMC3427162,  J Infect Dis,  2011 Dec 1
9918,22937017,PMC3428010,  Soc Sci Med,  2012 Jun
9919,22936783,,  Planta Med,  2012 Jan
9920,22935682,,  Arch Virol,  2012 Jan
9921,26852439,,  Parasit Vectors,  2011 Oct 6
9922,26852438,,  Am J Trop Med Hyg,  2011 Oct
9923,26852437,,  Infect Immun,  2011 Dec
9924,26852435,,  Fitoterapia,  2012 Jan
9925,24282720,PMC3839188,  Vaccine,  2011 Nov 8
9926,22933646,,  J Acquir Immune Defic Syndr,  2011 Dec 15
9927,22932762,,  Res Vet Sci,  2012 Oct
9928,22932302,,  J Pharm Biomed Anal,  2012 Jan 25
9929,22932021,,  BMC Infect Dis,  2011 Sep 30
9930,22931468,PMC3463420,  BMC Med Ethics,  2011 Oct 3
9931,22928014,PMC3425491,  J Agric Food Chem,  2011 Nov 9
9932,22927801,PMC3424256,  BMC Ear Nose Throat Disord,  2011 Sep 30
9933,22927800,PMC3424253,  Int J Cancer,  2012 Aug 15
9934,22927766,PMC3422107,  J Craniofac Surg,  2011 Sep
9935,22927493,PMC3516327,  PLoS One,  2011
9936,22925404,,  Am J Hum Biol,  2011 Nov-Dec
9937,22925021,,  J Clin Microbiol,  2011 Dec
9938,22923040,,  Proteomics Clin Appl,  2011 Dec
9939,22922461,,  J Int AIDS Soc,  2011 Sep 28
9940,22922092,,  PLoS Negl Trop Dis,  2011 Sep
9941,22921485,,  Compr Psychiatry,  2012 Jul
9942,22919551,PMC3424787,  Int J Gynaecol Obstet,  2011 Dec
9943,22916803,,  J Urol,  2011 Nov
9944,22916568,,  Malar J,  2011 Sep 23
9945,22916556,,  Infect Dis Obstet Gynecol,  2011
9946,22915813,PMC3486297,  Hum Vaccin,  2011 Oct
9947,22915772,PMC3856341,  Science,  2011 Sep 23
9948,22915272,,  AIDS Care,  2011 Oct
9949,22914959,,  BMC Health Serv Res,  2011 Sep 22
9950,22914561,,  Cult Health Sex,  2012
9951,22913127,,  Environ Sci Technol,  2011 Nov 1
9952,22912858,PMC3422303,  Oecologia,  2012 Mar
9953,22912795,PMC3418270,  PLoS One,  2011
9954,22910571,,  PLoS One,  2011
9955,22910565,,  PLoS One,  2011
9956,22909378,PMC3502150,  PLoS One,  2011
9957,22908697,,  Malar J,  2011 Sep 20
9958,22908691,,  PLoS One,  2011
9959,22907999,,  PLoS Med,  2011 Sep
9960,22907273,,  J Med Case Rep,  2011 Sep 19
9961,22905995,,  Confl Health,  2011 Sep 19
9962,22905910,PMC3575338,  Eur J Pharm Sci,  2011 Nov 20
9963,22905148,PMC3419187,  Contraception,  2011 Oct
9964,22904691,PMC3419185,  AIDS Res Hum Retroviruses,  2012 Aug
9965,22900472,,  Sex Transm Infect,  2011 Oct
9966,22900080,PMC3416817,  Parasit Vectors,  2011 Sep 14
9967,22898920,,  Acta Obstet Gynecol Scand,  2011 Dec
9968,22898476,,  J Med Virol,  2011 Nov
9969,22895969,,  J Trop Med,  2011
9970,22895893,,  J Thromb Haemost,  2011 Nov
9971,22895550,,  J Viral Hepat,  2011 Oct
9972,22891100,,  Mol Ecol,  2011 Oct
9973,22891094,,  J Comp Physiol B,  2012 Feb
9974,22891093,,  Nutr J,  2011 Sep 13
9975,22891086,,  BMC Public Health,  2011 Sep 9
9976,22890480,,  Trop Med Int Health,  2011 Dec
9977,22889547,,  Lancet,  2011 Oct 8
9978,22886445,,  AIDS Res Hum Retroviruses,  2012 Jun
9979,22886444,,  AIDS Care,  2012
9980,22886443,,  Am J Primatol,  2011 Nov
9981,22886442,,  Dtsch Med Wochenschr,  2011 Sep
9982,22885798,,  J Cytol,  2011 Jul
9983,22885257,,  Public Health Nutr,  2012 Apr
9984,22882371,,  Ecol Food Nutr,  2011 Sep-Oct
9985,22881360,,  Ecol Food Nutr,  2011 Sep-Oct
9986,22880039,PMC3411828,  Neurology,  2011 Sep 6
9987,22879477,,  Vet Rec,  2011 Sep 3
9988,22878888,,  Econ Hum Biol,  2012 Jul
9989,22876078,,  Int J Parasitol,  2011 Oct
9990,22875969,PMC3457128,  Emerg Infect Dis,  2011 Sep
9991,22874966,,  BMC Public Health,  2011 Sep 3
9992,22874653,,  Ecol Food Nutr,  2011 May-Jun
9993,22872520,,  J Public Health Afr,  2011 Sep 5
9994,22869631,PMC3516306,  J Dermatol Case Rep,  2010 Dec 31
9995,22869344,,  Nature,  2011 Aug 31
9996,22869336,,  Mol Ecol,  2012 Feb
9997,22866934,NIHMS397596,  Afr J AIDS Res,  2011 Sep
9998,22866910,,  BMJ Support Palliat Care,  2011 Sep
9999,22866866,PMC3469363,  Int Health,  2011 Sep
10000,22866377,,  Antimicrob Agents Chemother,  2011 Nov
10001,22865349,,  Exp Parasitol,  2011 Nov
10002,22862788,,  J Fam Psychol,  2011 Oct
10003,22861380,NIHMS750490,  Int J Gynaecol Obstet,  2011 Nov
10004,22860504,,  J Hum Evol,  2011 Nov
10005,22859945,PMC3409218,  Vector Borne Zoonotic Dis,  2011 Nov
10006,22859498,PMC3595498,  J Clin Microbiol,  2011 Oct
10007,22856626,,  Clin Infect Dis,  2011 Oct
10008,22856533,,  Soc Sci Med,  2011 Oct
10009,22856086,,  BMC Public Health,  2011 Aug 24
10010,22855625,PMC4400533,  BMC Health Serv Res,  2011 Aug 24
10011,22852760,,  Afr J Psychiatry (Johannesbg),  2011 Jul
10012,22851813,,  BMC Public Health,  2011 Aug 23
10013,22850879,PMC3428085,  AIDS Educ Prev,  2011 Aug
10014,22850358,,  Obstet Gynecol,  2011 Sep
10015,22850148,,  Infect Immun,  2011 Nov
10016,22850141,NIHMS474241,  Trop Anim Health Prod,  2012 Apr
10017,22848769,PMC3404106,  PLoS Negl Trop Dis,  2011 Aug
10018,22848765,PMC3404100,  Soc Sci Med,  2011 Oct
10019,22848653,PMC3407063,  Lipids Health Dis,  2011 Aug 19
10020,22848399,PMC3404099,  J Med Case Rep,  2011 Aug 19
10021,22848346,PMC3407166,  AIDS Care,  2012
10022,22848229,,  PLoS One,  2011
10023,22846194,PMC3473249,  Zookeys,  2011
10024,22845642,,  Zookeys,  2011
10025,22845619,,  Parasitol Res,  2012 Mar
10026,26852460,,  Nature,  2011 Aug 17
10027,26852459,,  J Infect Dis,  2011 Sep 15
10028,26852458,,  Malar J,  2011 Aug 17
10029,26852457,,  Sex Transm Dis,  2011 Sep
10030,26852456,,  Sex Transm Dis,  2011 Sep
10031,26852455,,  Proc Natl Acad Sci U S A,  2016 Apr 26
10032,22844440,PMC3402533,  Clin Infect Dis,  2011 Sep
10033,22844189,,  Environ Health Perspect,  2011 Dec
10034,22843999,PMC3571685,  Fertil Steril,  2011 Oct
10035,22842944,,  Contraception,  2011 Sep
10036,22841947,,  J Assoc Nurses AIDS Care,  2012 Mar-Apr
10037,22841800,,  BMC Res Notes,  2011 Aug 11
10038,22840190,PMC3502087,  J Community Health,  2012 Feb
10039,22838649,PMC3520114,  Trop Anim Health Prod,  2012 Mar
10040,22838634,PMC3464591,  J Antimicrob Chemother,  2011 Oct
10041,22838398,PMC3527298,  Benef Microbes,  2010 Sep
10042,22836508,,  Ecol Lett,  2011 Nov
10043,22836154,,  Trop Med Int Health,  2011 Nov
10044,22834560,,  PLoS Negl Trop Dis,  2011 Aug
10045,22829650,PMC3433858,  PLoS Genet,  2011 Jul
10046,22827925,PMC3438136,  Bioeng Bugs,  2011 Jul-Aug
10047,22826733,,  Nutr J,  2011 Aug 9
10048,22826375,,  AIDS Res Hum Retroviruses,  2012 May
10049,22824627,NIHMS603032,  J Acquir Immune Defic Syndr,  2011 Nov 1
10050,22823923,PMC3490771,  BMC Public Health,  2011 Aug 8
10051,22823515,,  Malar J,  2011 Aug 8
10052,22822208,PMC3426138,  Zoonoses Public Health,  2012 Mar
10053,22822033,,  Lancet,  2011 Aug 27
10054,22820942,,  Lancet,  2011 Aug 27
10055,22815776,PMC3398030,  BMC Genet,  2011 Aug 6
10056,22814479,,  Popul Health Metr,  2011 Aug 5
10057,22812449,,  Parasit Vectors,  2011 Aug 5
10058,22810982,,  Hum Genet,  2012 Feb
10059,22808257,PMC3393696,  Pediatr Infect Dis J,  2011 Dec
10060,22807596,PMC3397698,  Science,  2011 Aug 5
10061,22807533,,  Forensic Sci Med Pathol,  2012 Sep
10062,22807048,,  Virol J,  2011 Aug 3
10063,22806163,,  Malar J,  2011 Aug 3
10064,22806160,,  Theor Appl Genet,  2011 Dec
10065,22803812,,  AIDS,  2011 Oct 23
10066,22802736,PMC3389023,  Am J Bioeth,  2011 Aug
10067,22802437,PMC3435337,  Trop Anim Health Prod,  2012 Mar
10068,22801872,,  J Assoc Nurses AIDS Care,  2012 Mar-Apr
10069,22799618,NIHMS388722,  Lancet Infect Dis,  2011 Oct
10070,22797974,,  Emerg Infect Dis,  2011 Aug
10071,22797882,,  J Anim Ecol,  2012 Jan
10072,22796449,,  J Pediatr Ophthalmol Strabismus,  2012 May-Jun
10073,22795174,PMC3532597,  Science,  2011 Jul 29
10074,22795035,,  J Clin Virol,  2011 Oct
10075,22792158,PMC3391193,  Psychol Health Med,  2012
10076,22789728,,  Ethn Health,  2011 Aug-Oct
10077,22789081,,  Trop Anim Health Prod,  2012 Mar
10078,22786948,PMC3400066,  J Hum Evol,  2011 Oct
10079,22784532,,  Int J Gynaecol Obstet,  2011 Oct
10080,22784040,NIHMS475869,  Virol J,  2011 Jul 27
10081,22784037,NIHMS493581,  Malar J,  2011 Jul 26
10082,22783664,,  Conserv Biol,  2011 Oct
10083,22781100,PMC3548265,  Tissue Antigens,  2011 Dec
10084,22780841,NIHMS494625,  J Hum Lact,  2011 Aug
10085,22778339,,  Cult Health Sex,  2011 Sep
10086,22774675,,  AIDS,  2011 Sep 24
10087,22772167,,  J Adolesc,  2012 Feb
10088,22770914,PMC3404220,  J Ethnopharmacol,  2011 Sep 2
10089,22763526,,  Parasit Vectors,  2011 Jul 22
10090,22762414,,  Trop Anim Health Prod,  2012 Mar
10091,22761288,PMC3391366,  PLoS One,  2011
10092,22761042,,  BMJ,  2011 Jul 21
10093,22754474,PMC3386589,  Travel Med Infect Dis,  2011 Sep
10094,22754470,PMC3386585,  J Virol Methods,  2012 Jan
10095,22754457,PMC3386572,  Malar J,  2011 Jul 21
10096,22753888,,  AIDS Patient Care STDS,  2011 Sep
10097,22752531,,  Cult Health Sex,  2011 Oct
10098,22749442,PMC3632260,  J Clin Microbiol,  2011 Sep
10099,22748226,,  Fertil Steril,  2011 Sep
10100,26845802,,  Pharmacognosy Res,  2011 Apr
10101,26845800,,  Lancet,  2011 Dec 17
10102,26591756,,  AIDS Res Hum Retroviruses,  2012 Feb
10103,24771988,,  J Community Health,  2012 Feb
10104,24683268,EMS57573,  Diagn Microbiol Infect Dis,  2011 Aug
10105,22744712,,  Trop Med Int Health,  2011 Oct
10106,22742914,PMC3413881,  Science,  2011 Jul 15
10107,22740536,,  Science,  2011 Jul 15
10108,22738806,PMC3417109,  Exp Parasitol,  2011 Oct
10109,22724668,,  Resuscitation,  2012 Jan
10110,22734165,,  Int Perspect Sex Reprod Health,  2011 Jun
10111,22730036,NIHMS386603,  BMC Public Health,  2011 Jul 14
10112,22729474,,  Int J Tuberc Lung Dis,  2011 Jun
10113,22728899,PMC3437686,  Health Policy Plan,  2011 Jul
10114,22728740,,  PLoS One,  2011
10115,22727051,,  Matern Child Health J,  2012 Aug
10116,22726955,PMC3482576,  PLoS Negl Trop Dis,  2011 Jul
10117,22726531,PMC3407030,  PLoS One,  2011
10118,22721919,,  Sex Reprod Healthc,  2011 Aug
10119,22721431,PMC3444953,  AIDS Res Hum Retroviruses,  2012 Feb
10120,22720750,PMC3422161,  Trop Anim Health Prod,  2012 Mar
10121,22720748,PMC3491023,  PLoS One,  2011
10122,22719911,PMC3374819,  PLoS One,  2011
10123,22719867,PMC3374817,  Front Pharmacol,  2011 Jun 24
10124,22719233,PMC3373608,  Br Dent J,  2011 Jul 8
10125,22719231,PMC3373629,  Pediatr Infect Dis J,  2011 Nov
10126,22718254,,  Am J Trop Med Hyg,  2011 Jul
10127,22717596,,  Am J Trop Med Hyg,  2011 Jul
10128,22717333,,  Parasit Vectors,  2011 Jul 6
10129,22716919,,  AIDS Care,  2011 Dec
10130,22716184,,  Demography,  2011 Aug
10131,26392946,,  Parasit Vectors,  2011 Jul 5
10132,22711992,,  Vet Parasitol,  2011 Dec 15
10133,22711906,PMC3491740,  Trans R Soc Trop Med Hyg,  2011 Aug
10134,22711723,,  J Med Case Rep,  2011 Jul 2
10135,22711422,,  Clin Microbiol Infect,  2011 Jul
10136,22709948,,  Trials,  2011 Jun 30
10137,22709138,,  Int J Cancer,  2012 Jun 1
10138,22708542,PMC3444397,  AIDS,  2011 Sep 24
10139,22708249,,  BMC Public Health,  2011 Jun 29
10140,22707244,,  J Urban Health,  2011 Jun
10141,22706889,,  J Urban Health,  2011 Jun
10142,22706188,,  PLoS One,  2011
10143,22701683,PMC3373516,  Parasit Vectors,  2011 Jun 28
10144,22701610,PMC3372521,  AIDS Care,  2011 Dec
10145,22698788,,  Infect Immun,  2011 Sep
10146,22696373,,  Br J Haematol,  2011 Sep
10147,22695383,,  World Neurosurg,  2011 May-Jun
10148,22694984,,  J Immigr Minor Health,  2012 Feb
10149,22694337,,  Leukemia,  2011 Dec
10150,25181248,,  Drug Alcohol Depend,  2011 Dec 1
10151,22692700,EMS52807,  J Environ Manage,  2011 Oct
10152,22692094,,  J Anim Physiol Anim Nutr (Berl),  2012 Aug
10153,22691436,PMC3413608,  BMJ,  2011 Jun 22
10154,22690332,,  Am J Hum Biol,  2011 Sep-Oct
10155,22689945,PMC3387074,  Cult Med Psychiatry,  2011 Sep
10156,22681850,PMC3422207,  PLoS One,  2011
10157,22681745,,  J Natl Cancer Inst,  2011 Jun 22
10158,22677282,,  Matern Child Health J,  2012 Jul
10159,22676150,,  PLoS Med,  2011 Jun
10160,22675542,PMC3366921,  Midwifery,  2012 Jun
10161,22673655,NIHMS397593,  Parasit Vectors,  2011 Jun 18
10162,22668445,,  Parasit Vectors,  2011 Jun 17
10163,22669787,,  Bull Environ Contam Toxicol,  2011 Sep
10164,22666511,PMC3362611,  Am J Public Health,  2011 Aug
10165,22665105,PMC3434229,  J Ethnopharmacol,  2011 Sep 1
10166,22658857,,  Parasitology,  2011 Oct
10167,22655112,,  Health Res Policy Syst,  2011 Jun 16
10168,22654660,PMC3359985,  BMC Int Health Hum Rights,  2011 Jun 16
10169,22652367,,  Health Res Policy Syst,  2011 Jun 16
10170,22650000,,  Health Res Policy Syst,  2011 Jun 16
10171,22649458,,  Conserv Biol,  2011 Oct
10172,22648153,PMC3396905,  J Infect Dis,  2011 Jul
10173,26856044,,  J Thromb Thrombolysis,  2011 Oct
10174,26856043,,  AIDS,  2011 Aug 24
10175,26856042,,  Bull Entomol Res,  2012 Feb
10176,26523084,NIHMS719293,  Clin Anat,  2012 Mar
10177,25859916,,  Trop Med Int Health,  2011 Sep
10178,22644832,NIHMS499554,  J Exp Psychol Gen,  2011 Aug
10179,22643201,,  PLoS Negl Trop Dis,  2011 Jun
10180,22641431,,  Am J Hum Genet,  2011 Jun 10
10181,22640527,,  Anaerobe,  2011 Dec
10182,22640510,,  Vet Res,  2011 Jun 12
10183,22639683,PMC3358949,  J Int AIDS Soc,  2011 Jun 11
10184,22637361,,  Health Commun,  2011 Dec
10185,22634972,,  Trop Anim Health Prod,  2012 Jan
10186,22633247,,  BMC Public Health,  2011 Jun 9
10187,22632901,PMC3398164,  Cult Health Sex,  2011 Aug
10188,22628169,,  PLoS Negl Trop Dis,  2011
10189,22627605,,  PLoS Med,  2011 May
10190,22627307,,  PLoS One,  2011
10191,22624297,,  J Neurol Sci,  2011 Aug 15
10192,22623326,,  J Brachial Plex Peripher Nerve Inj,  2011 Jun 7
10193,22621863,,  Acta Ophthalmol,  2012 May
10194,22619763,,  Epidemiology,  2011 Mar
10195,22619574,,  BMC Proc,  2011 Jun 3
10196,22617949,,  J Health Commun,  2011 Nov
10197,22616114,,  Theor Appl Genet,  2011 Aug
10198,22616040,PMC3352615,  J Hum Evol,  2011 Sep
10199,22615389,PMC3384186,  Syst Appl Microbiol,  2011 Sep
10200,22611485,,  Malar J,  2011 Jun 4
10201,22611204,,  PLoS One,  2011
10202,22609420,,  PLoS One,  2011
10203,22608405,,  Int J Qual Stud Health Well-being,  2011
10204,22608087,PMC3407500,  J Acquir Immune Defic Syndr,  2011 Sep 1
10205,22607971,,  Infect Genet Evol,  2011 Aug
10206,22607227,PMC3433356,  J Virol Methods,  2011 Sep
10207,22607143,,  Addiction,  2011 Dec
10208,22595872,NIHMS385991,  J Urban Health,  2011 Jun
10209,22595429,,  PLoS One,  2011
10210,22593785,,  PLoS One,  2011
10211,22592714,,  J Infect Dis,  2011 Jul 1
10212,22592589,,  Infect Dis Clin North Am,  2011 Jun
10213,22591643,PMC3490857,  BMC Infect Dis,  2011 May 31
10214,22591621,PMC3427858,  Parasitol Res,  2012 Jan
10215,22590963,,  Malar J,  2011 May 30
10216,22590894,,  Matern Child Nutr,  2012 Jul
10217,22590496,PMC3348932,  Disasters,  2012 Jan
10218,22585240,,  Afr J AIDS Res,  2011 Jun
10219,22584633,,  Vet Parasitol,  2011 Sep 27
10220,22583622,PMC3493311,  Int J Gynaecol Obstet,  2011 Aug
10221,22581989,NIHMS338890,  BMC Health Serv Res,  2011 May 27
10222,22581870,,  Int J Cancer,  2012 Apr 15
10223,22581226,NIHMS385452,  Proc Natl Acad Sci U S A,  2011 Jun 7
10224,22581047,,  BMC Public Health,  2011 May 26
10225,22579117,,  N Engl J Med,  2011 Jun 30
10226,22577527,,  Crit Care Med,  2011 Apr
10227,22575821,,  J Gen Virol,  2011 Sep
10228,22575309,,  Int J Equity Health,  2011 May 26
10229,22575004,,  Parasit Vectors,  2011 May 25
10230,22574948,,  AIDS Patient Care STDS,  2011 Jun
10231,22574226,PMC3344943,  Telemed J E Health,  2011 Jul-Aug
10232,22574133,PMC3344850,  BMC Public Health,  2011 May 25
10233,22572842,,  J Cross Cult Gerontol,  2011 Sep
10234,22571110,,  Antimicrob Agents Chemother,  2011 Aug
10235,22570573,PMC3345879,  PLoS One,  2011
10236,22570198,NIHMS363186,  BMC Public Health,  2011 May 21
10237,22570109,NIHMS460403,  Malar J,  2011 May 20
10238,22569943,NIHMS413424,  Parasit Vectors,  2011 May 19
10239,22568739,,  Rapid Commun Mass Spectrom,  2011 Jun 15
10240,22568536,,  Zookeys,  2011 Mar 1
10241,22567407,,  Sex Health,  2011 Jun
10242,22566630,PMC3361387,  Mol Ecol Resour,  2011 Sep
10243,22565597,,  J Craniofac Surg,  2011 May
10244,22564277,PMC3566592,  J Imp Commonw Hist,  2011
10245,22563898,,  Proc Natl Acad Sci U S A,  2013 Dec 24
10246,22561208,,  AIDS Care,  2011 Jun
10247,22559835,,  J Glob Infect Dis,  2011 Jan
10248,22558362,PMC3338596,  Am Heart J,  2011 May
10249,22558140,PMC3338828,  Malar J,  2011 May 14
10250,22555617,,  BMC Palliat Care,  2011 May 12
10251,22553000,,  BMC Infect Dis,  2011 May 11
10252,22552725,,  Annu Rev Phytopathol,  2011
10253,22552724,,  AIDS Care,  2011 Oct
10254,22548156,,  PLoS One,  2011 Apr 29
10255,22548155,,  PLoS One,  2011 Apr 29
10256,22520142,,  Ann Pharmacother,  2011 Jun
10257,22520141,,  Malar J,  2011 May 9
10258,22520140,,  Sante,  2011 Jan-Mar
10259,22520138,,  J Forensic Leg Med,  2011 May
10260,22520137,,  Lancet Infect Dis,  2011 Jul
10261,22520132,,  Clin Anat,  2011 Oct
10262,22544844,PMC3396317,  Syst Parasitol,  2011 Jun
10263,22544051,NIHMS375352,  Zoo Biol,  2012 Mar-Apr
10264,22543634,,  Ann Plast Surg,  2012 Feb
10265,22543441,,  Am J Trop Med Hyg,  2011 May
10266,22542211,,  BMC Public Health,  2011 May 3
10267,22541635,,  Am J Hum Biol,  2011 Jul-Aug
10268,22541138,PMC3464956,  Virus Genes,  2011 Aug
10269,22540158,PMC3390272,  Proc Natl Acad Sci U S A,  2011 Jun 7
10270,26875225,,  Mycoses,  2011 Sep
10271,26875223,,  Ann Hum Genet,  2011 Jul
10272,26875222,,  Appl Environ Microbiol,  2011 Jun
10273,26875221,,  Chemosphere,  2011 Jul
10274,26875220,,  Linacre Q,  2011 May
10275,22537738,,  Acta Trop,  2011 Jul
10276,22536801,PMC3418556,  J Insect Sci,  2011
10277,22536020,,  Acta Cytol,  2011
10278,22535833,,  HIV Med,  2011 Oct
10279,22535237,,  Trop Anim Health Prod,  2011 Oct
10280,22534791,,  Br J Ophthalmol,  2011 Aug
10281,22533793,NIHMS374212,  Infect Genet Evol,  2011 Jul
