Pmid,Journal,Year,Month,Pmcid,Status
29135576,AIDS (London England),2018,1,PMC5736414,open
29135578,AIDS (London England),2018,1,NA,closed
29135656,Journal of acquired immune deficiency syndromes (1999),2018,2,PMC5762271,open
29136150,International journal for quality in health care : journal of the International Society for Quality in Health Care,2017,11,NA,closed
29137506,Health affairs (Project Hope),2017,11,NA,closed
29138460,Scientific reports,2017,11,PMC5686149,open
29138640,Journal of tropical medicine,2017,1,PMC5613645,open
29138653,The Pan African medical journal,2017,1,PMC5681014,open
29138657,The Pan African medical journal,2017,1,PMC5680999,open
29138660,The Pan African medical journal,2017,1,PMC5681005,open
29140236,The American journal of tropical medicine and hygiene,2017,11,PMC5817755,open
29140932,The Pediatric infectious disease journal,2018,7,NA,closed
29141606,BMC infectious diseases,2017,11,PMC5688631,open
29142587,Infectious agents and cancer,2017,1,PMC5670732,open
29142953,Kidney international reports,2017,3,PMC5678678,open
29143187,Virus genes,2018,2,PMC5847163,open
29143625,BMC infectious diseases,2017,11,PMC5688463,open
29145454,PloS one,2017,1,PMC5690617,open
29145804,BMC pregnancy and childbirth,2017,11,PMC5691856,open
29145842,Malaria journal,2017,11,PMC5689155,open
29145875,Parasites & vectors,2017,11,PMC5693468,open
29147041,Bulletin of the World Health Organization,2017,10,PMC5689197,open
29147646,African journal of laboratory medicine,2017,1,PMC5680453,open
29147677,Journal of veterinary medicine,2017,1,PMC5632898,open
29149315,Health policy and planning,2017,11,NA,closed
29149319,Health policy and planning,2017,11,PMC6626547,open
29150377,The lancet. HIV,2018,1,PMC5777310,open
29152597,Wellcome open research,2017,1,PMC5668936,open
29155205,Acta tropica,2018,2,NA,closed
29155288,Journal of pain and symptom management,2018,3,NA,closed
29155830,PLoS neglected tropical diseases,2017,11,PMC5695773,open
29155849,PloS one,2017,1,PMC5695790,open
29158512,Nature communications,2017,11,PMC5696340,open
29159110,Journal of clinical & translational endocrinology,2015,6,PMC5684961,open
29160927,Global change biology,2018,3,NA,closed
29162048,BMC geriatrics,2017,11,PMC5696781,open
29162065,BMC health services research,2017,11,PMC5698969,open
29162099,Malaria journal,2017,11,PMC5697056,open
29164137,Frontiers in veterinary science,2017,1,PMC5669286,open
29164648,Statistics in medicine,2018,1,PMC5735035,open
29167557,Heredity,2018,1,PMC5837114,open
29167677,Frontiers in plant science,2017,1,PMC5683035,open
29168148,Virologica Sinica,2017,12,PMC6598922,open
29168218,American journal of hematology,2018,3,PMC6175377,open
29169333,BMC public health,2017,11,PMC5701294,open
29170225,Science (New York N.Y.),2017,11,NA,closed
29170903,Journal of genetic counseling,2018,6,NA,closed
29173215,Public health nutrition,2018,3,NA,closed
29175094,Mathematical biosciences,2018,3,NA,closed
29175225,Social science & medicine (1982),2017,12,PMC5718766,open
29176778,PLoS neglected tropical diseases,2017,11,PMC5720807,open
29176849,PloS one,2017,1,PMC5703462,open
29177099,BMJ global health,2017,1,PMC5687539,open
29177535,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,2018,1,NA,closed
29178404,Maternal & child nutrition,2018,4,PMC5901410,open
29178956,BMC research notes,2017,11,PMC5702115,open
29179872,Papillomavirus research (Amsterdam Netherlands),2017,12,NA,closed
29179954,Lancet (London England),2018,3,PMC5996988,open
29181224,Journal of analytical methods in chemistry,2017,1,PMC5664369,open
29181450,Wellcome open research,2017,1,PMC5686508,open
29181634,European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology,2018,3,NA,closed
29183300,BMC public health,2017,11,PMC5704380,open
29183385,BMC veterinary research,2017,11,PMC5706150,open
29184164,Scientific reports,2017,11,PMC5705644,open
29184365,Veterinary world,2017,10,PMC5682264,open
29184373,Veterinary world,2017,10,PMC5682272,open
2918443,The Journal of parasitology,1989,2,NA,closed
29184597,The Pan African medical journal,2017,1,PMC5697937,open
29185019,World journal of surgery,2018,9,NA,closed
29186147,PloS one,2017,1,PMC5706677,open
29187954,The Pan African medical journal,2017,1,PMC5660906,open
29188037,Food science & nutrition,2017,11,PMC5694882,open
29188039,Food science & nutrition,2017,11,PMC5694876,open
29190300,PLoS medicine,2017,11,PMC5708604,open
29190792,PloS one,2017,1,PMC5708786,open
29191193,BMC endocrine disorders,2017,12,PMC5709860,open
29191247,Human resources for health,2017,12,PMC5710014,open
29192523,Journal of health psychology,2017,11,NA,closed
29193667,Maternal & child nutrition,2018,4,NA,closed
29194543,Health policy and planning,2017,11,PMC5886058,open
29194544,Health policy and planning,2017,11,PMC5886080,open
29195702,International journal of medical informatics,2018,1,NA,closed
29197067,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2018,4,NA,closed
29197397,Reproductive health,2017,12,PMC5712182,open
29198911,The Lancet. Infectious diseases,2018,1,PMC6168783,open
29200251,Neuro endocrinology letters,2017,11,NA,closed
29203846,Scientific reports,2017,12,PMC5715086,open
29204470,Data in brief,2018,2,PMC5709291,open
29205887,Zoonoses and public health,2018,2,NA,closed
29206083,Journal of environmental science and health. Part. B Pesticides food contaminants and agricultural wastes,2018,3,NA,closed
29206727,Pediatric critical care medicine : a journal of the Society of Critical Care Medicine and the World Federation of Pediatric Intensive and Critical Care Societies,2018,3,PMC5835359,open
29207966,BMC cancer,2017,12,PMC5717798,open
29207988,BMC medicine,2017,12,PMC5715507,open
29208026,Globalization and health,2017,12,PMC5717811,open
29208030,BMC research notes,2017,12,PMC5718069,open
29208045,BMC research notes,2017,12,PMC5717851,open
29209100,Disease markers,NA,NA,PMC5676440,open
29209488,Facts views & vision in ObGyn,2017,6,PMC5707771,open
29209498,Archives of public health = Archives belges de sante publique,2017,1,PMC5702979,open
29209590,Pneumonia (Nathan Qld.),2017,1,PMC5702239,open
29210185,Journal of the International AIDS Society,2017,12,PMC5810337,open
29211746,PLoS neglected tropical diseases,2017,12,PMC5718409,open
29211914,Poultry science,2018,2,NA,closed
29212522,Systematic reviews,2017,12,PMC5719732,open
29214159,BioMed research international,2017,1,PMC5682044,open
29216866,BMC cancer,2017,12,PMC5721656,open
29219076,BMC health services research,2017,12,PMC5773879,open
29220115,Journal of the International AIDS Society,2017,12,PMC5810320,open
29221534,Annals of global health,NA,NA,PMC5726429,open
29222078,JMIR mHealth and uHealth,2017,12,PMC5741824,open
29222956,Ecological applications : a publication of the Ecological Society of America,2018,3,NA,closed
29223686,Social science & medicine (1982),2018,1,NA,closed
29224691,Best practice & research. Clinical rheumatology,2017,4,NA,closed
29225935,BMJ global health,2017,1,PMC5717932,open
29225937,BMJ global health,2017,1,PMC5717935,open
29225949,BMJ global health,2017,1,PMC5717926,open
29226708,Food and nutrition bulletin,2018,3,NA,closed
29227955,Journal of affective disorders,2018,3,NA,closed
29236362,Journal of the International AIDS Society,2017,12,PMC5810348,open
29237583,JMIR research protocols,2017,12,PMC5754209,open
29241618,The Lancet. Global health,2018,1,PMC5732316,open
29242195,Sexually transmitted infections,2018,8,PMC6204943,open
29243402,Influenza and other respiratory viruses,2018,1,PMC5818348,open
29244104,Health policy and planning,2017,12,PMC5886246,open
29244107,Health policy and planning,2017,12,PMC5886229,open
29244495,Journal of natural products,2018,1,NA,closed
29246186,Journal of health population and nutrition,2017,12,PMC5732382,open
29248090,Annals of global health,NA,NA,PMC6626548,open
29248255,Lancet (London England),2018,3,PMC5935243,open
29248414,Acta tropica,2018,3,NA,closed
29248873,Environmental research,2018,2,NA,closed
29249201,Infectious diseases of poverty,2017,12,PMC5733961,open
29249452,Behaviour research and therapy,2018,2,NA,closed
29253201,The Journal of infectious diseases,2018,1,PMC5853867,open
29254362,AIDS care,2018,4,PMC5839109,open
29254707,Preventive veterinary medicine,2017,11,NA,closed
29254731,Preventive veterinary medicine,2017,11,PMC5744866,open
29254916,JMIR public health and surveillance,2017,12,PMC5748470,open
29255304,Nature ecology & evolution,2018,2,NA,closed
29255567,The Pan African medical journal,2017,1,PMC5724942,open
29258342,AIDS care,2018,4,NA,closed
29258407,The International journal of social psychiatry,2018,3,PMC5836746,open
29258549,Globalization and health,2017,12,PMC5735795,open
29258576,Parasites & vectors,2017,12,PMC5738168,open
29258832,International journal for parasitology,2018,3,PMC5854367,open
29259218,Scientific reports,2017,12,PMC5736761,open
29260004,Wellcome open research,2017,1,PMC5721568,open
29261450,Global health action,2017,1,PMC5757226,open
29261766,PloS one,2017,1,PMC5736227,open
29262800,BMC nephrology,2017,12,PMC5738877,open
29263626,Pharmacognosy research,NA,NA,PMC5717785,open
29264852,Environmental science and pollution research international,2018,12,NA,closed
29265654,Evolutionary anthropology,2017,11,NA,closed
29268789,Malaria journal,2017,12,PMC5740898,open
29271115,Maternal & child nutrition,2018,12,NA,closed
29271949,International journal of environmental research and public health,2017,12,PMC5800111,open
29272368,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2018,5,PMC6248794,open
29272532,The Journal of infectious diseases,2018,7,NA,closed
29272846,The Science of the total environment,2018,1,NA,closed
29273309,American journal of obstetrics and gynecology,2018,2,PMC5807090,open
29276616,Global health epidemiology and genomics,2016,1,PMC5732578,open
29276620,Global health epidemiology and genomics,2017,1,PMC5732574,open
29276743,Data in brief,2018,2,PMC5738198,open
29277491,Journal of nutrition education and behavior,2018,4,NA,closed
2927956,Parasite immunology,1989,1,NA,closed
29280432,The American journal of tropical medicine and hygiene,2018,2,PMC5929188,open
29280769,Journal of acquired immune deficiency syndromes (1999),2018,4,PMC5877451,open
29281636,PLoS medicine,2017,12,PMC5744911,open
29281932,Nursing ethics,2019,2,NA,closed
29281988,BMC infectious diseases,2017,12,PMC5745850,open
29282109,Trials,2017,12,PMC5745919,open
29283427,Materials (Basel Switzerland),2017,12,PMC5793546,open
29283997,PloS one,2017,1,PMC5746219,open
29284306,Food and nutrition bulletin,2018,3,NA,closed
29284476,Malaria journal,2017,12,PMC5747174,open
29284490,Reproductive health,2017,12,PMC5747138,open
29284522,Parasites & vectors,2017,12,PMC5747025,open
29284703,Global health science and practice,2017,12,PMC5752615,open
29284987,In vitro cellular & developmental biology. Plant : journal of the Tissue Culture Association,NA,NA,PMC5735214,open
29287070,PloS one,2017,1,PMC5747442,open
29287090,PloS one,2017,1,PMC5747457,open
29287330,Food chemistry,2018,4,NA,closed
29288407,Maternal and child health journal,2018,3,PMC5845052,open
29289941,BMJ open,2017,12,PMC5778294,open
29290829,Journal of genomics,2018,1,PMC5744232,open
29290885,The open AIDS journal,2017,1,PMC5730955,open
2929111,The Veterinary record,1989,3,NA,closed
29291251,Journal of clinical tuberculosis and other mycobacterial diseases,2017,12,PMC5743212,open
29293156,Journal of acquired immune deficiency syndromes (1999),2018,4,PMC5844834,open
29293578,PloS one,2018,1,PMC5749788,open
29294401,World neurosurgery,2018,3,NA,closed
29294640,Journal of interpersonal violence,2020,2,NA,closed
29295192,Studies in health technology and informatics,2017,1,NA,closed
29295262,Studies in health technology and informatics,2017,1,NA,closed
29295321,Studies in health technology and informatics,2017,1,NA,closed
29296104,Adolescent health medicine and therapeutics,2018,1,PMC5741064,open
29296136,The Pan African medical journal,2017,1,PMC5745926,open
29296146,The Pan African medical journal,2017,1,PMC5745928,open
29296149,The Pan African medical journal,2017,1,PMC5745931,open
29296151,The Pan African medical journal,2017,1,PMC5745933,open
29296156,The Pan African medical journal,2017,1,PMC5745939,open
29296157,The Pan African medical journal,2017,1,PMC5745940,open
29296171,Oncotarget,2017,12,PMC5746073,open
29297375,Reproductive health,2017,12,PMC5751399,open
29297398,Journal of health population and nutrition,2017,12,PMC5764049,open
29297435,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2018,1,NA,closed
29298106,Expert review of respiratory medicine,2018,3,NA,closed
29298303,PloS one,2018,1,PMC5751991,open
29298670,BMC pregnancy and childbirth,2018,1,PMC5751799,open
29299006,The Canadian journal of hospital pharmacy,NA,NA,PMC5737189,open
29299019,Tropical medicine and health,2017,1,PMC5740562,open
29299244,Ecology and evolution,2017,12,PMC5743529,open
29301912,Pediatrics,2018,2,NA,closed
29302131,Agricultural systems,2018,1,PMC5738964,open
29304049,PloS one,2018,1,PMC5755777,open
29304084,PloS one,2018,1,PMC5755740,open
29304377,American journal of human genetics,2018,1,PMC5777450,open
29304780,BMC public health,2018,1,PMC5756408,open
29304786,Malaria journal,2018,1,PMC5756406,open
29304798,Malaria journal,2018,1,PMC5756360,open
29304805,Malaria journal,2018,1,PMC5755433,open
29306587,Lancet (London England),2018,4,NA,closed
29307384,The Lancet. Public health,2018,1,NA,closed
29308116,The World Allergy Organization journal,2018,1,PMC5753480,open
29308197,Journal of nutritional science,2017,1,PMC5748382,open
29309411,PLoS neglected tropical diseases,2018,1,PMC5757912,open
29309556,Europace : European pacing arrhythmias and cardiac electrophysiology : journal of the working groups on cardiac pacing arrhythmias and cardiac cellular electrophysiology of the European Society of Cardiology,2018,9,PMC6123943,open
29309859,Journal of ethnopharmacology,2018,4,NA,closed
29310580,BMC infectious diseases,2018,1,PMC5759278,open
29310651,Malaria journal,2018,1,PMC5759799,open
29310654,BMC women's health,2018,1,PMC5759252,open
29311927,Frontiers in pharmacology,2017,1,PMC5742823,open
29313465,Qualitative health research,2018,2,NA,closed
29313480,The American journal of tropical medicine and hygiene,2018,2,PMC5929203,open
29314480,Tropical medicine & international health : TM & IH,2018,3,PMC5888122,open
29315327,PloS one,2018,1,PMC5760043,open
